emp_id,name,age,gender,department,salary,experience,city,join_date
1218,Chris,-5,FEMALE,IT ,-5000,-1,Bangalore,27-10-2022
1957,Arjun,-5,Male,IT ,-5000,-1,Chennai,21-07-2020
304,Sam,150,FEMALE,HR,77711,-1,Delhi,07-02-2023
1181,Neha,57,Female,Unknown,-5000,-1,Mumbai,20-07-2024
2692,Arjun,150,Mle,Hr,24705,-1,Bangalore,17-05-2023
741,Neha,150,Female,Unknown,-5000,0,delhi,06-12-2023
460,Lisa,-5,Femal,Finance,-5000,18,Chennai,18-12-2016
647,Arjun,150,MALE,Unknown,96435,-1,Kolkata,26-02-2020
2092,John,-5,female,Hr,40706,-1,Kolkata,02-03-2022
3476,Tom,-5,MALE, finance,83335,-1,delhi,12-06-2021
2424,Lisa,150,Femal,Marketing,21061,-1,Kolkata,13-09-2023
1886,Sara,150,MALE,Marketing,108835,20,Delhi,19-06-2018
3612,Alice,-5,male,HR,-5000,13,Bangalore,25-06-2016
4419,Sara,150,female,Finance,-5000,-1,Mumbai,02-04-2020
617,Sam,64,Femal,Hr,67942,12,Kolkata,06-01-2021
1013,Chris,150,female, finance,-5000,3,Unknown,13-04-2015
2688,Rina,57,Mle,Marketing,-5000,3,Delhi,02-06-2015
2494,Anna,23,MALE,Hr,-5000,-1,MUMBAI,02-08-2021
1266,Neha,57,Mle, finance,56666,11,Unknown,27-12-2019
1935,Sara,150,FEMALE,Hr,-5000,-1,Kolkata,16-02-2017
1001,Chris,150,MALE,IT,-5000,7,Bangalore,09-10-2015
1698,Mike,68,FEMALE,Finance,98116,8,Chennai,21-01-2021
2054,Raj,150,Male,Finance,-5000,-1,Delhi,14-12-2016
2174,Alice,150,Femal,Hr,34896,-1,delhi,03-10-2020
894,Chris,48,Male,Hr,-5000,20,Delhi,15-05-2020
3291,Neha,59,Mle,Unknown,29632,10,Mumbai,31-05-2016
2253,David,150,female,Unknown,-5000,3,Bangalore,28-10-2019
3700,Rina,-5,Mle, finance,74524,-1,delhi,17-06-2022
2089,Sara,150,Mle,HR,31957,-1,Mumbai,08-05-2023
3053,Sam,51,FEMALE,HR,-5000,13,Kolkata,25-09-2021
2560,Sara,150,MALE,Finance,-5000,7,delhi,24-06-2024
3012,Eva,-5,MALE, finance,93526,-1,Delhi,08-01-2017
2239,Lisa,-5,Male,Finance,-5000,2,Delhi,11-01-2016
4346,Mike,-5,Mle,IT ,-5000,-1,Mumbai,27-11-2024
431,Sam,150,Male,HR,-5000,-1,Unknown,24-08-2019
2238,Mike,150,Female,IT ,76349,-1,Kolkata,06-07-2015
1807,Arjun,54,Male,Sales,59507,-1,Kolkata,05-09-2018
983,John,150,Femal,Finance,-5000,17,delhi,23-10-2015
3253,Alice,43,Mle,HR,-5000,-1,MUMBAI,31-03-2018
944,Arjun,-5,male,Unknown,-5000,-1,Mumbai,23-09-2017
3570,Arjun,49,Femal,Marketing,-5000,-1,Chennai,09-11-2015
4182,Eva,150,MALE,IT ,66019,7,Chennai,14-11-2017
1617,Raj,54,Female,Finance,-5000,-1,delhi,09-09-2024
2590,Sam,44,Mle,Unknown,-5000,8,delhi,09-09-2020
608,Lisa,-5,Male,IT,-5000,2,MUMBAI,10-03-2020
337,Chris,150,MALE,IT ,-5000,16,Delhi,20-01-2020
848,David,61,male,IT,-5000,14,delhi,08-03-2019
2318,Arjun,-5,Male,IT ,-5000,-1,Kolkata,29-10-2017
1232,David,150,male,IT ,-5000,4,Kolkata,08-04-2021
3086,David,68,Female, finance,-5000,-1,Kolkata,08-01-2017
1755,David,-5,MALE,Sales,38030,-1,Mumbai,10-09-2020
4422,Alice,-5,male, finance,40218,5,Unknown,28-06-2015
3366,Sara,150,MALE,Unknown,-5000,14,Bangalore,21-06-2018
3843,Mike,150,Mle,Unknown,-5000,-1,Chennai,28-02-2024
1636,Sam,32,Mle,IT ,92684,16,Kolkata,10-12-2015
1314,Tom,150,male, finance,32021,-1,Delhi,27-08-2019
437,Arjun,-5,MALE, finance,-5000,7,delhi,10-02-2016
2747,Sam,24,female,Unknown,111235,-1,Delhi,21-11-2015
156,Tom,29,Femal,HR,57762,9,Delhi,03-09-2017
3440,Chris,20,Mle,Hr,22154,-1,MUMBAI,07-01-2015
2891,Rina,-5,male,HR,-5000,2,MUMBAI,17-10-2024
3852,Alice,-5,FEMALE,Marketing,117952,11,delhi,14-09-2017
850,David,24,FEMALE,Hr,64374,-1,Chennai,06-02-2024
1105,Bob,-5,Male,Marketing,46422,6,delhi,24-06-2018
4223,Arjun,150,Mle,Marketing,24799,-1,Delhi,16-09-2024
2720,Tom,-5,Femal, finance,-5000,-1,Chennai,25-07-2020
4076,Sara,150,female,HR,-5000,-1,Chennai,12-02-2021
2407,David,22,FEMALE,Marketing,-5000,-1,Chennai,26-09-2022
3637,Sara,44,FEMALE, finance,55986,-1,delhi,02-10-2020
1311,John,150,Mle,IT,36545,-1,delhi,18-04-2019
266,Sam,-5,FEMALE,IT ,78188,18,delhi,19-06-2019
2576,Tom,31,Male,Finance,-5000,17,Kolkata,10-09-2023
2133,Chris,150,female,Unknown,46237,4,Unknown,08-12-2016
3647,Bob,150,FEMALE,IT ,113000,-1,Kolkata,19-07-2024
1291,Raj,-5,MALE,HR,46342,-1,Delhi,18-01-2019
3023,Chris,150,male,HR,-5000,-1,MUMBAI,17-08-2023
3355,Bob,-5,Female,Unknown,-5000,4,Chennai,08-11-2019
4120,Alice,69,male,Marketing,41581,10,delhi,26-10-2020
2327,Bob,32,female,Finance,-5000,19,Chennai,21-08-2021
1264,Raj,150,FEMALE,IT,23718,-1,Bangalore,08-08-2023
3413,John,150,female,Marketing,83300,-1,Unknown,26-10-2015
491,Raj,-5,Mle,Unknown,-5000,19,delhi,29-08-2024
2616,Sara,41,FEMALE,Hr,93616,10,Unknown,16-05-2016
2192,Chris,31,Female,IT,-5000,-1,Bangalore,14-09-2024
1309,David,150,FEMALE,Sales,-5000,-1,Unknown,09-11-2024
2528,Anna,17,Femal,Hr,79930,-1,Delhi,27-07-2015
2305,Anna,150,Mle,Marketing,90345,-1,Chennai,23-11-2024
2167,Sara,-5,FEMALE,IT,72505,18,delhi,16-03-2021
2365,Bob,150,Mle,Hr,56663,4,MUMBAI,09-03-2019
2778,Sara,64,MALE,Hr,72610,1,Chennai,01-01-2023
2729,Anna,-5,male,Hr,-5000,-1,Chennai,29-05-2019
2452,David,150,Mle,Marketing,82245,-1,Mumbai,03-09-2019
2521,John,-5,female,Sales,114555,-1,Chennai,17-11-2020
3115,Sam,150,MALE,IT,95047,6,Unknown,08-07-2018
3431,Sam,150,MALE, finance,-5000,1,Bangalore,16-04-2021
2663,Anna,-5,FEMALE,Finance,-5000,-1,Kolkata,03-11-2021
3967,Mike,-5,female,Sales,-5000,-1,delhi,19-05-2020
2858,Tom,34,Femal, finance,65237,9,Kolkata,04-01-2023
648,Sara,150,female,Unknown,48047,-1,Kolkata,16-07-2016
895,Rina,31,MALE,Sales,26880,-1,Unknown,16-02-2016
1127,John,51,Femal,Unknown,82580,-1,Kolkata,30-03-2022
485,Bob,150,MALE,Hr,116821,-1,Chennai,29-05-2015
3253,Anna,150,female,IT,-5000,18,delhi,11-03-2018
3723,Anna,150,Mle,Marketing,45272,10,Unknown,09-04-2022
2108,Raj,150,FEMALE,Marketing,94420,-1,MUMBAI,11-10-2020
2687,Bob,150,Female,Finance,-5000,10,Delhi,04-12-2017
3143,Rina,-5,FEMALE,Marketing,96344,-1,Bangalore,12-09-2015
969,Chris,35,Femal,Hr,-5000,-1,delhi,22-11-2021
1810,Rina,-5,male,Unknown,-5000,-1,Bangalore,18-07-2023
2028,Bob,-5,FEMALE,HR,93946,1,Chennai,04-11-2016
2688,Chris,150,MALE,Unknown,-5000,-1,Chennai,03-10-2020
3404,Chris,52,Mle,Marketing,114801,-1,Delhi,13-05-2023
1786,Bob,-5,FEMALE,HR,90931,-1,Delhi,21-03-2018
3350,Raj,65,Femal,IT ,-5000,-1,Mumbai,28-08-2022
4418,Sam,-5,Female,Finance,-5000,16,Bangalore,12-05-2024
29,John,-5,Femal,Hr,69712,-1,delhi,27-09-2016
2259,Mike,62,Male, finance,100599,7,Mumbai,18-02-2016
276,Chris,150,Male,Sales,117064,-1,Bangalore,19-01-2021
1780,Alice,150,female,Sales,-5000,-1,Bangalore,21-05-2018
1174,Rina,-5,female,IT,92970,-1,Unknown,12-07-2015
2822,Arjun,150,FEMALE, finance,73511,-1,Chennai,18-06-2023
4407,Anna,31,female,Finance,80689,-1,MUMBAI,01-04-2021
4342,Sam,40,female,Sales,63288,-1,Mumbai,02-01-2021
1561,Alice,-5,Male,HR,44662,15,delhi,26-05-2018
126,Mike,150,Female,Unknown,51797,12,delhi,12-09-2023
2319,Arjun,150,FEMALE,Marketing,-5000,-1,Unknown,08-02-2016
3847,David,-5,FEMALE, finance,25992,4,Kolkata,16-03-2021
3421,Lisa,25,FEMALE,Sales,69786,-1,Kolkata,24-07-2023
4003,Anna,45,FEMALE,Finance,-5000,5,Delhi,29-05-2024
609,Alice,64,Femal,Finance,102667,2,Delhi,14-06-2017
4143,Chris,39,Mle,Unknown,22061,-1,Delhi,10-03-2015
4337,Tom,-5,Male,Hr,-5000,5,Mumbai,17-11-2020
1220,Rina,150,female,IT ,-5000,-1,MUMBAI,24-02-2020
1993,Rina,150,Female,IT,-5000,-1,Unknown,18-08-2015
78,Raj,-5,Femal,IT ,94167,16,Bangalore,15-05-2017
3896,Tom,18,female,Hr,93860,-1,Delhi,28-04-2017
1182,Arjun,-5,male,Sales,-5000,-1,MUMBAI,22-06-2023
1147,Bob,150,FEMALE,IT,-5000,7,delhi,14-10-2021
3250,David,150,female,Unknown,84304,-1,MUMBAI,30-01-2017
3114,Bob,150,female,Sales,113468,-1,Chennai,06-04-2019
1264,Arjun,-5,Female,HR,-5000,-1,Kolkata,23-02-2016
1086,Bob,-5,Mle,Hr,-5000,3,Mumbai,20-12-2018
763,David,40,female, finance,70829,17,Chennai,08-09-2022
3119,Raj,-5,female,Marketing,84634,2,MUMBAI,04-02-2018
3450,Lisa,46,FEMALE,Marketing,-5000,19,Unknown,14-03-2016
1110,Lisa,-5,FEMALE, finance,-5000,-1,Chennai,15-05-2018
2627,Mike,-5,male, finance,-5000,-1,Bangalore,27-08-2018
3081,Tom,-5,FEMALE,HR,93905,18,Delhi,26-02-2023
3782,Mike,-5,Female, finance,-5000,-1,Bangalore,31-10-2017
1263,Neha,-5,Female,Unknown,-5000,-1,MUMBAI,04-02-2021
302,Sara,150,Female,HR,-5000,5,MUMBAI,10-06-2023
2717,Neha,22,Female,Marketing,49098,-1,MUMBAI,11-03-2020
4100,Sam,38,Mle,HR,-5000,2,Chennai,27-11-2018
2556,David,45,Mle,IT ,82411,-1,delhi,03-10-2015
2460,Alice,150,Female,IT,64967,5,Chennai,10-03-2021
1312,David,-5,Mle,Sales,73090,-1,MUMBAI,30-04-2015
1617,Chris,-5,Femal,IT,112371,-1,Mumbai,22-06-2021
834,Raj,-5,MALE,Unknown,-5000,-1,MUMBAI,08-11-2021
3216,Eva,-5,Mle,Finance,-5000,19,Chennai,06-07-2018
966,Rina,35,male,IT ,110890,-1,MUMBAI,08-09-2021
1130,Arjun,43,Mle,Hr,110889,17,Unknown,29-03-2018
1150,Raj,-5,Male,IT ,-5000,4,MUMBAI,19-04-2021
4141,Anna,150,Mle, finance,-5000,15,Mumbai,04-05-2021
253,Rina,34,female,Sales,-5000,-1,Unknown,01-03-2021
4185,Eva,52,female,Hr,68085,14,MUMBAI,24-02-2016
2028,Lisa,-5,female,IT ,-5000,3,Bangalore,03-02-2024
2873,Neha,150,male,Sales,47124,-1,Kolkata,10-09-2021
4414,Raj,150,female,Marketing,-5000,16,Chennai,31-05-2023
3372,Alice,150,male,Finance,52725,10,MUMBAI,27-06-2020
1165,Tom,-5,Femal,Unknown,29898,-1,delhi,06-02-2020
3999,David,53,Female,Unknown,-5000,-1,Bangalore,26-10-2019
1736,Anna,-5,female,IT ,91737,-1,delhi,27-08-2022
397,Alice,150,Mle,IT,36284,-1,Delhi,19-10-2019
1658,Sam,-5,male,Marketing,-5000,8,delhi,14-06-2022
1356,Alice,150,female,Sales,76260,3,Bangalore,07-05-2020
639,Sam,53,Mle,IT,-5000,-1,Chennai,10-05-2020
581,Rina,40,Female,HR,-5000,9,MUMBAI,04-09-2023
1091,Sam,150,Male,Finance,-5000,6,MUMBAI,28-11-2021
3625,Mike,21,male,HR,-5000,-1,delhi,15-11-2023
1146,Rina,150,Female,Sales,-5000,-1,Bangalore,21-10-2020
4175,Mike,-5,female,IT,-5000,12,Bangalore,08-08-2020
582,John,-5,male, finance,-5000,11,Unknown,22-08-2023
598,John,53,Male,Marketing,48277,-1,Kolkata,18-01-2022
4105,Neha,150,Femal,HR,103956,8,Kolkata,20-11-2015
4189,Mike,67,FEMALE, finance,96865,-1,Bangalore,26-08-2015
2003,Bob,43,Mle,IT,60539,3,Chennai,13-11-2022
93,Raj,-5,female,Finance,68741,8,Delhi,04-10-2018
3518,Tom,49,female,HR,-5000,-1,Delhi,08-08-2020
1368,Sara,-5,Female,HR,49937,1,Bangalore,08-07-2015
3865,Sara,40,male,IT,-5000,-1,Bangalore,01-09-2019
2621,Tom,68,FEMALE,HR,85803,5,Delhi,01-07-2019
565,Chris,-5,FEMALE,HR,-5000,-1,Bangalore,09-04-2018
2490,Rina,-5,Mle,Sales,116005,4,MUMBAI,08-04-2015
1909,Sara,150,Male,IT ,-5000,9,Bangalore,10-12-2020
1952,Neha,47,male,Marketing,32193,-1,delhi,21-02-2020
696,Eva,48,Femal,HR,97580,13,Bangalore,09-04-2018
2139,David,-5,FEMALE,IT ,-5000,7,Bangalore,11-07-2016
893,Sam,22,Mle,Unknown,-5000,-1,Bangalore,26-01-2020
2526,Chris,32,Female,Finance,-5000,19,Bangalore,16-05-2024
2686,Sam,150,MALE,IT ,71936,-1,Chennai,08-05-2015
3313,Chris,150,MALE,HR,80560,4,Delhi,10-09-2015
1821,Sam,-5,FEMALE,HR,-5000,2,Mumbai,20-03-2017
3633,Sam,-5,Female,IT,80423,-1,MUMBAI,25-07-2020
242,Arjun,-5,male,IT ,48143,-1,Unknown,27-11-2024
1218,Alice,150,MALE,Marketing,-5000,-1,Delhi,26-12-2015
2292,Arjun,-5,MALE,Hr,52656,-1,Unknown,08-02-2021
3971,Sara,150,FEMALE, finance,55446,-1,Bangalore,01-05-2015
2302,Alice,-5,FEMALE,Sales,40922,7,Kolkata,25-12-2020
459,Rina,-5,FEMALE,Finance,43081,-1,delhi,20-08-2021
232,Sara,150,male,Sales,-5000,-1,Delhi,05-01-2016
461,Rina,54,Male,Hr,82650,10,Chennai,27-10-2018
1454,David,19,male,Finance,-5000,-1,MUMBAI,28-07-2021
828,David,-5,male,Finance,-5000,-1,delhi,14-12-2016
2924,Rina,150,male, finance,-5000,4,Delhi,15-11-2022
3208,Alice,150,FEMALE,Sales,103839,15,delhi,11-05-2023
638,Rina,-5,male,HR,-5000,14,Kolkata,08-05-2017
2045,Bob,-5,Female,IT,-5000,-1,Chennai,02-12-2024
3392,Anna,-5,Femal,HR,82847,-1,Mumbai,18-12-2023
274,Lisa,-5,female,HR,-5000,-1,Chennai,18-03-2023
615,Bob,150,Mle,IT,76534,-1,Chennai,08-08-2015
830,David,29,Femal,Hr,-5000,-1,Bangalore,28-01-2016
407,Arjun,150,Mle,Finance,-5000,-1,Mumbai,21-04-2018
3935,Mike,22,MALE,Finance,-5000,-1,Mumbai,17-06-2018
3257,Anna,150,female,HR,-5000,-1,MUMBAI,22-02-2019
1529,Chris,-5,Mle,Unknown,54524,8,Chennai,09-06-2023
793,Bob,-5,Femal,Sales,92561,-1,Unknown,03-06-2021
1931,Anna,35,Femal,IT,85811,-1,Chennai,15-11-2016
1736,Mike,24,Femal,HR,-5000,6,Kolkata,02-08-2018
549,Bob,150,Femal,Hr,-5000,-1,Delhi,27-10-2023
4281,Neha,-5,male,Finance,94264,3,Kolkata,23-09-2024
4388,Sara,-5,Femal,Unknown,-5000,1,Kolkata,09-07-2019
1179,Arjun,-5,FEMALE,Sales,-5000,-1,Delhi,15-10-2018
2483,Lisa,-5,Female,Sales,-5000,-1,Kolkata,05-03-2023
3415,Bob,-5,MALE, finance,-5000,-1,Delhi,11-10-2020
1303,Bob,150,Femal,Finance,88719,5,Bangalore,21-05-2024
473,Rina,-5,Male,IT ,112357,-1,Unknown,30-08-2020
3252,Eva,59,MALE,IT ,-5000,-1,delhi,11-11-2018
1340,Tom,150,Female,Marketing,-5000,1,Bangalore,11-08-2024
1814,Rina,59,female, finance,87276,-1,Chennai,05-04-2022
1419,John,-5,female,Marketing,-5000,-1,Kolkata,12-06-2017
3824,Lisa,150,Femal,HR,-5000,-1,Kolkata,04-09-2022
886,Anna,-5,female,IT ,-5000,-1,Bangalore,06-09-2016
4238,Rina,150,Femal,IT ,109228,-1,Kolkata,28-11-2017
3429,Arjun,150,Male,Sales,64979,-1,delhi,08-09-2020
2460,Raj,150,male,Marketing,-5000,-1,Chennai,16-08-2022
2750,Bob,-5,MALE,Marketing,-5000,-1,Kolkata,14-03-2020
965,Anna,150,Female,Unknown,45499,-1,MUMBAI,10-08-2015
1236,Sam,-5,Femal,Unknown,-5000,5,Unknown,24-09-2018
1449,David,56,Male,Unknown,55851,5,Unknown,22-10-2023
722,Sam,-5,Femal, finance,-5000,12,Delhi,26-12-2020
1634,Sara,-5,MALE,IT,108702,20,Bangalore,11-10-2022
2821,Lisa,24,Femal,Hr,-5000,5,Delhi,06-05-2018
2383,Chris,150,FEMALE, finance,110017,-1,delhi,31-05-2023
1544,Raj,-5,Male,Sales,49402,6,Chennai,19-05-2016
3004,Alice,150,female,Hr,101675,19,Mumbai,01-05-2022
162,Alice,60,Femal,Unknown,69840,-1,Unknown,14-11-2022
1255,Mike,150,Male,Marketing,75164,-1,Chennai,12-09-2019
860,Eva,34,Female,Unknown,46037,8,delhi,21-11-2022
3357,Lisa,26,Mle,Sales,-5000,10,Delhi,22-02-2015
730,Eva,150,Mle,Finance,31807,-1,Bangalore,14-02-2020
2426,Tom,45,Female,Finance,-5000,-1,MUMBAI,14-04-2023
950,Eva,70,Male,Finance,106947,-1,Unknown,21-12-2021
2198,Bob,-5,male,HR,-5000,-1,MUMBAI,26-09-2022
3918,Neha,57,Female,Finance,111248,5,MUMBAI,16-08-2021
3955,Chris,150,Femal,IT ,100131,-1,Unknown,07-04-2016
3370,Chris,18,female,IT ,21620,10,MUMBAI,03-06-2022
2037,Anna,150,Femal,Finance,93183,0,Unknown,21-07-2024
4062,Raj,-5,FEMALE,Sales,-5000,1,MUMBAI,10-07-2019
1926,Bob,-5,Mle,HR,-5000,10,Unknown,11-05-2023
146,Eva,-5,Male,Hr,91971,-1,Bangalore,05-05-2022
3738,David,39,MALE,Unknown,-5000,-1,Mumbai,04-02-2016
1817,John,-5,female,Hr,-5000,3,Chennai,09-07-2020
1151,Neha,-5,MALE,Sales,-5000,-1,Bangalore,14-01-2023
2769,Eva,-5,Male,HR,-5000,18,Unknown,18-01-2015
4345,Alice,-5,Mle,Hr,43226,4,MUMBAI,17-05-2022
2637,Arjun,150,MALE,Marketing,-5000,-1,Chennai,19-07-2016
3382,Lisa,150,FEMALE,Hr,102913,6,Kolkata,13-09-2022
2829,Sam,150,male,Hr,-5000,-1,Unknown,15-07-2021
3420,Lisa,-5,Male,Hr,33955,12,Delhi,08-07-2022
464,Mike,33,female,Marketing,39192,9,Delhi,09-01-2019
3708,Eva,150,MALE,Hr,70972,-1,Delhi,12-04-2019
3175,Neha,150,FEMALE,Hr,27051,8,Unknown,22-04-2024
1848,Sara,150,MALE,Sales,-5000,5,Chennai,12-12-2016
4210,Eva,40,Femal,Marketing,-5000,4,Kolkata,24-01-2015
2708,Chris,61,Male,Finance,62287,-1,Unknown,10-11-2023
2934,Bob,150,FEMALE,Hr,48830,16,Chennai,31-08-2019
4449,Arjun,-5,MALE,Sales,-5000,-1,Kolkata,13-06-2017
4346,Anna,150,Male,HR,-5000,14,Bangalore,13-06-2015
2630,Arjun,66,Femal,Marketing,-5000,-1,Unknown,16-06-2020
360,Lisa,57,FEMALE,Hr,30793,5,Mumbai,13-05-2017
1747,Neha,69,MALE,Hr,-5000,20,Chennai,08-04-2015
3762,David,18,Female,IT,-5000,17,Bangalore,25-11-2017
3340,Arjun,150,Femal, finance,61471,12,Delhi,12-03-2022
519,Alice,60,FEMALE,Hr,-5000,9,Kolkata,01-08-2023
3586,Arjun,150,Male,Unknown,40489,-1,Kolkata,10-02-2022
1181,Lisa,150,FEMALE,IT,92551,3,Delhi,03-06-2021
3229,Bob,35,FEMALE,Sales,74087,5,Bangalore,01-12-2021
2071,Mike,23,Male,Hr,80458,9,Kolkata,07-02-2016
1618,Anna,-5,male,Sales,-5000,19,Bangalore,25-07-2018
3981,Chris,150,female,Finance,-5000,-1,Chennai,20-01-2015
2566,Rina,66,Femal,Marketing,67118,-1,Unknown,30-12-2019
2939,Lisa,150,Female,Finance,104613,8,Bangalore,14-12-2017
627,Bob,150,Male, finance,97337,-1,Unknown,02-05-2022
1218,Sara,41,female,Finance,80909,-1,Delhi,07-06-2022
1957,Raj,150,male,Unknown,40869,18,Unknown,09-01-2019
332,Rina,-5,MALE,HR,-5000,7,Bangalore,22-10-2020
2960,Arjun,-5,Male,IT,-5000,-1,Kolkata,28-06-2021
4460,Raj,150,Femal,IT ,97028,-1,MUMBAI,01-07-2017
4231,Arjun,-5,Mle,Unknown,99195,16,Unknown,09-11-2016
1885,Bob,150,female,Sales,39692,-1,Mumbai,31-05-2022
1887,Neha,-5,Female,Unknown,-5000,15,Chennai,05-04-2022
3367,John,31,male,Finance,37658,18,Delhi,12-11-2016
2116,Raj,-5,Male,Marketing,31239,-1,Unknown,29-11-2016
1798,Neha,54,male,Hr,54671,-1,Mumbai,30-07-2017
3099,Arjun,24,Male,Sales,-5000,4,Chennai,03-05-2020
320,Eva,-5,male,Hr,-5000,-1,delhi,23-10-2024
356,Neha,-5,Femal,IT ,97207,13,Kolkata,08-05-2020
