emp_id,name,age,gender,department,salary,experience,city,join_date
3442,Arjun,150,Male, finance,82518,-1,MUMBAI,2024-07-27
3433,Rina,47,female, finance,83654,-1,MUMBAI,2023-02-14
1353,Chris,150,Male, finance,97580,-1,Chennai,2024-09-20
3783,Raj,-5,Femal,IT ,-5000,-1,MUMBAI,2018-02-13
3454,Tom,69,Mle,IT,118176,11,Mumbai,2023-10-05
330,John,31,Male,Finance,51266,15,Bangalore,2020-03-19
2100,Sara,150,Female,Finance,60768,18,Kolkata,2021-06-16
3075,Arjun,61,Female,Sales,-5000,19,Delhi,2018-11-23
4365,Neha,-5,Female,Hr,-5000,-1,Unknown,2016-03-08
3552,Sara,-5,male, finance,-5000,-1,Unknown,2019-11-20
2199,David,70,Female,Marketing,79087,-1,delhi,2015-04-28
4050,David,-5,MALE,IT ,-5000,-1,Delhi,2020-10-17
1566,Bob,150,Femal,Unknown,92768,-1,Unknown,2023-11-22
142,Bob,34,Femal,Sales,-5000,-1,MUMBAI,2023-05-14
2710,Sara,-5,female,Marketing,52951,3,delhi,2016-05-04
4390,Raj,28,Mle,Marketing,-5000,3,Kolkata,2017-07-20
2957,Raj,35,male,Marketing,25965,-1,Chennai,2022-02-25
4022,Eva,150,female,Unknown,-5000,10,Delhi,2017-10-31
3914,Eva,68,Femal,Unknown,29710,4,Kolkata,2015-12-15
2034,Eva,-5,MALE,Hr,-5000,-1,MUMBAI,2018-06-04
494,Eva,64,MALE,Marketing,106563,5,Chennai,2021-03-10
615,Raj,-5,Mle,Unknown,58175,-1,Kolkata,2022-11-19
3720,Bob,59,female,Sales,75723,17,Chennai,2017-12-24
1166,Bob,19,female,Marketing,77560,-1,MUMBAI,2018-01-20
4100,Anna,44,Male, finance,-5000,-1,Delhi,2016-01-10
1876,John,150,female,IT,119125,-1,Kolkata,2017-01-13
3571,Anna,-5,FEMALE, finance,-5000,3,delhi,2019-08-14
4059,Lisa,-5,Male,Unknown,-5000,-1,Mumbai,2023-08-31
3312,John,150,Mle, finance,27104,-1,Unknown,2022-01-05
3622,Alice,-5,male,Marketing,-5000,3,Bangalore,2022-12-17
1298,Lisa,51,Femal,HR,49451,14,Chennai,2020-08-03
2391,Tom,-5,Mle,Sales,79871,12,Chennai,2024-09-09
572,Tom,-5,FEMALE,Hr,55018,-1,Unknown,2024-09-14
1218,Chris,-5,FEMALE,IT ,-5000,-1,Bangalore,2022-10-27
1957,Arjun,-5,Male,IT ,-5000,-1,Chennai,2020-07-21
304,Sam,150,FEMALE,HR,77711,-1,Delhi,2023-02-07
1181,Neha,57,Female,Unknown,-5000,-1,Mumbai,2024-07-20
2692,Arjun,150,Mle,Hr,24705,-1,Bangalore,2023-05-17
741,Neha,150,Female,Unknown,-5000,0,delhi,2023-12-06
460,Lisa,-5,Femal,Finance,-5000,18,Chennai,2016-12-18
647,Arjun,150,MALE,Unknown,96435,-1,Kolkata,2020-02-26
2092,John,-5,female,Hr,40706,-1,Kolkata,2022-03-02
3476,Tom,-5,MALE, finance,83335,-1,delhi,2021-06-12
2424,Lisa,150,Femal,Marketing,21061,-1,Kolkata,2023-09-13
1886,Sara,150,MALE,Marketing,108835,20,Delhi,2018-06-19
3612,Alice,-5,male,HR,-5000,13,Bangalore,2016-06-25
4419,Sara,150,female,Finance,-5000,-1,Mumbai,2020-04-02
617,Sam,64,Femal,Hr,67942,12,Kolkata,2021-01-06
1013,Chris,150,female, finance,-5000,3,Unknown,2015-04-13
2688,Rina,57,Mle,Marketing,-5000,3,Delhi,2015-06-02
2494,Anna,23,MALE,Hr,-5000,-1,MUMBAI,2021-08-02
1266,Neha,57,Mle, finance,56666,11,Unknown,2019-12-27
1935,Sara,150,FEMALE,Hr,-5000,-1,Kolkata,2017-02-16
1001,Chris,150,MALE,IT,-5000,7,Bangalore,2015-10-09
1698,Mike,68,FEMALE,Finance,98116,8,Chennai,2021-01-21
2054,Raj,150,Male,Finance,-5000,-1,Delhi,2016-12-14
2174,Alice,150,Femal,Hr,34896,-1,delhi,2020-10-03
894,Chris,48,Male,Hr,-5000,20,Delhi,2020-05-15
3291,Neha,59,Mle,Unknown,29632,10,Mumbai,2016-05-31
2253,David,150,female,Unknown,-5000,3,Bangalore,2019-10-28
3700,Rina,-5,Mle, finance,74524,-1,delhi,2022-06-17
2089,Sara,150,Mle,HR,31957,-1,Mumbai,2023-05-08
3053,Sam,51,FEMALE,HR,-5000,13,Kolkata,2021-09-25
2560,Sara,150,MALE,Finance,-5000,7,delhi,2024-06-24
3012,Eva,-5,MALE, finance,93526,-1,Delhi,2017-01-08
2239,Lisa,-5,Male,Finance,-5000,2,Delhi,2016-01-11
4346,Mike,-5,Mle,IT ,-5000,-1,Mumbai,2024-11-27
431,Sam,150,Male,HR,-5000,-1,Unknown,2019-08-24
2238,Mike,150,Female,IT ,76349,-1,Kolkata,2015-07-06
1807,Arjun,54,Male,Sales,59507,-1,Kolkata,2018-09-05
983,John,150,Femal,Finance,-5000,17,delhi,2015-10-23
3253,Alice,43,Mle,HR,-5000,-1,MUMBAI,2018-03-31
944,Arjun,-5,male,Unknown,-5000,-1,Mumbai,2017-09-23
3570,Arjun,49,Femal,Marketing,-5000,-1,Chennai,2015-11-09
4182,Eva,150,MALE,IT ,66019,7,Chennai,2017-11-14
1617,Raj,54,Female,Finance,-5000,-1,delhi,2024-09-09
2590,Sam,44,Mle,Unknown,-5000,8,delhi,2020-09-09
608,Lisa,-5,Male,IT,-5000,2,MUMBAI,2020-03-10
337,Chris,150,MALE,IT ,-5000,16,Delhi,2020-01-20
848,David,61,male,IT,-5000,14,delhi,2019-03-08
2318,Arjun,-5,Male,IT ,-5000,-1,Kolkata,2017-10-29
1232,David,150,male,IT ,-5000,4,Kolkata,2021-04-08
3086,David,68,Female, finance,-5000,-1,Kolkata,2017-01-08
1755,David,-5,MALE,Sales,38030,-1,Mumbai,2020-09-10
4422,Alice,-5,male, finance,40218,5,Unknown,2015-06-28
3366,Sara,150,MALE,Unknown,-5000,14,Bangalore,2018-06-21
3843,Mike,150,Mle,Unknown,-5000,-1,Chennai,2024-02-28
1636,Sam,32,Mle,IT ,92684,16,Kolkata,2015-12-10
1314,Tom,150,male, finance,32021,-1,Delhi,2019-08-27
437,Arjun,-5,MALE, finance,-5000,7,delhi,2016-02-10
2747,Sam,24,female,Unknown,111235,-1,Delhi,2015-11-21
156,Tom,29,Femal,HR,57762,9,Delhi,2017-09-03
3440,Chris,20,Mle,Hr,22154,-1,MUMBAI,2015-01-07
2891,Rina,-5,male,HR,-5000,2,MUMBAI,2024-10-17
3852,Alice,-5,FEMALE,Marketing,117952,11,delhi,2017-09-14
850,David,24,FEMALE,Hr,64374,-1,Chennai,2024-02-06
1105,Bob,-5,Male,Marketing,46422,6,delhi,2018-06-24
4223,Arjun,150,Mle,Marketing,24799,-1,Delhi,2024-09-16
2720,Tom,-5,Femal, finance,-5000,-1,Chennai,2020-07-25
4076,Sara,150,female,HR,-5000,-1,Chennai,2021-02-12
2407,David,22,FEMALE,Marketing,-5000,-1,Chennai,2022-09-26
3637,Sara,44,FEMALE, finance,55986,-1,delhi,2020-10-02
1311,John,150,Mle,IT,36545,-1,delhi,2019-04-18
266,Sam,-5,FEMALE,IT ,78188,18,delhi,2019-06-19
2576,Tom,31,Male,Finance,-5000,17,Kolkata,2023-09-10
2133,Chris,150,female,Unknown,46237,4,Unknown,2016-12-08
3647,Bob,150,FEMALE,IT ,113000,-1,Kolkata,2024-07-19
1291,Raj,-5,MALE,HR,46342,-1,Delhi,2019-01-18
3023,Chris,150,male,HR,-5000,-1,MUMBAI,2023-08-17
3355,Bob,-5,Female,Unknown,-5000,4,Chennai,2019-11-08
4120,Alice,69,male,Marketing,41581,10,delhi,2020-10-26
2327,Bob,32,female,Finance,-5000,19,Chennai,2021-08-21
1264,Raj,150,FEMALE,IT,23718,-1,Bangalore,2023-08-08
3413,John,150,female,Marketing,83300,-1,Unknown,2015-10-26
491,Raj,-5,Mle,Unknown,-5000,19,delhi,2024-08-29
2616,Sara,41,FEMALE,Hr,93616,10,Unknown,2016-05-16
2192,Chris,31,Female,IT,-5000,-1,Bangalore,2024-09-14
1309,David,150,FEMALE,Sales,-5000,-1,Unknown,2024-11-09
2528,Anna,17,Femal,Hr,79930,-1,Delhi,2015-07-27
2305,Anna,150,Mle,Marketing,90345,-1,Chennai,2024-11-23
2167,Sara,-5,FEMALE,IT,72505,18,delhi,2021-03-16
2365,Bob,150,Mle,Hr,56663,4,MUMBAI,2019-03-09
2778,Sara,64,MALE,Hr,72610,1,Chennai,2023-01-01
2729,Anna,-5,male,Hr,-5000,-1,Chennai,2019-05-29
2452,David,150,Mle,Marketing,82245,-1,Mumbai,2019-09-03
2521,John,-5,female,Sales,114555,-1,Chennai,2020-11-17
3115,Sam,150,MALE,IT,95047,6,Unknown,2018-07-08
3431,Sam,150,MALE, finance,-5000,1,Bangalore,2021-04-16
2663,Anna,-5,FEMALE,Finance,-5000,-1,Kolkata,2021-11-03
3967,Mike,-5,female,Sales,-5000,-1,delhi,2020-05-19
2858,Tom,34,Femal, finance,65237,9,Kolkata,2023-01-04
648,Sara,150,female,Unknown,48047,-1,Kolkata,2016-07-16
895,Rina,31,MALE,Sales,26880,-1,Unknown,2016-02-16
1127,John,51,Femal,Unknown,82580,-1,Kolkata,2022-03-30
485,Bob,150,MALE,Hr,116821,-1,Chennai,2015-05-29
3253,Anna,150,female,IT,-5000,18,delhi,2018-03-11
3723,Anna,150,Mle,Marketing,45272,10,Unknown,2022-04-09
2108,Raj,150,FEMALE,Marketing,94420,-1,MUMBAI,2020-10-11
2687,Bob,150,Female,Finance,-5000,10,Delhi,2017-12-04
3143,Rina,-5,FEMALE,Marketing,96344,-1,Bangalore,2015-09-12
969,Chris,35,Femal,Hr,-5000,-1,delhi,2021-11-22
1810,Rina,-5,male,Unknown,-5000,-1,Bangalore,2023-07-18
2028,Bob,-5,FEMALE,HR,93946,1,Chennai,2016-11-04
2688,Chris,150,MALE,Unknown,-5000,-1,Chennai,2020-10-03
3404,Chris,52,Mle,Marketing,114801,-1,Delhi,2023-05-13
1786,Bob,-5,FEMALE,HR,90931,-1,Delhi,2018-03-21
3350,Raj,65,Femal,IT ,-5000,-1,Mumbai,2022-08-28
4418,Sam,-5,Female,Finance,-5000,16,Bangalore,2024-05-12
29,John,-5,Femal,Hr,69712,-1,delhi,2016-09-27
2259,Mike,62,Male, finance,100599,7,Mumbai,2016-02-18
276,Chris,150,Male,Sales,117064,-1,Bangalore,2021-01-19
1780,Alice,150,female,Sales,-5000,-1,Bangalore,2018-05-21
1174,Rina,-5,female,IT,92970,-1,Unknown,2015-07-12
2822,Arjun,150,FEMALE, finance,73511,-1,Chennai,2023-06-18
4407,Anna,31,female,Finance,80689,-1,MUMBAI,2021-04-01
4342,Sam,40,female,Sales,63288,-1,Mumbai,2021-01-02
1561,Alice,-5,Male,HR,44662,15,delhi,2018-05-26
126,Mike,150,Female,Unknown,51797,12,delhi,2023-09-12
2319,Arjun,150,FEMALE,Marketing,-5000,-1,Unknown,2016-02-08
3847,David,-5,FEMALE, finance,25992,4,Kolkata,2021-03-16
3421,Lisa,25,FEMALE,Sales,69786,-1,Kolkata,2023-07-24
4003,Anna,45,FEMALE,Finance,-5000,5,Delhi,2024-05-29
609,Alice,64,Femal,Finance,102667,2,Delhi,2017-06-14
4143,Chris,39,Mle,Unknown,22061,-1,Delhi,2015-03-10
4337,Tom,-5,Male,Hr,-5000,5,Mumbai,2020-11-17
1220,Rina,150,female,IT ,-5000,-1,MUMBAI,2020-02-24
1993,Rina,150,Female,IT,-5000,-1,Unknown,2015-08-18
78,Raj,-5,Femal,IT ,94167,16,Bangalore,2017-05-15
3896,Tom,18,female,Hr,93860,-1,Delhi,2017-04-28
1182,Arjun,-5,male,Sales,-5000,-1,MUMBAI,2023-06-22
1147,Bob,150,FEMALE,IT,-5000,7,delhi,2021-10-14
3250,David,150,female,Unknown,84304,-1,MUMBAI,2017-01-30
3114,Bob,150,female,Sales,113468,-1,Chennai,2019-04-06
1264,Arjun,-5,Female,HR,-5000,-1,Kolkata,2016-02-23
1086,Bob,-5,Mle,Hr,-5000,3,Mumbai,2018-12-20
763,David,40,female, finance,70829,17,Chennai,2022-09-08
3119,Raj,-5,female,Marketing,84634,2,MUMBAI,2018-02-04
3450,Lisa,46,FEMALE,Marketing,-5000,19,Unknown,2016-03-14
1110,Lisa,-5,FEMALE, finance,-5000,-1,Chennai,2018-05-15
2627,Mike,-5,male, finance,-5000,-1,Bangalore,2018-08-27
3081,Tom,-5,FEMALE,HR,93905,18,Delhi,2023-02-26
3782,Mike,-5,Female, finance,-5000,-1,Bangalore,2017-10-31
1263,Neha,-5,Female,Unknown,-5000,-1,MUMBAI,2021-02-04
302,Sara,150,Female,HR,-5000,5,MUMBAI,2023-06-10
2717,Neha,22,Female,Marketing,49098,-1,MUMBAI,2020-03-11
4100,Sam,38,Mle,HR,-5000,2,Chennai,2018-11-27
2556,David,45,Mle,IT ,82411,-1,delhi,2015-10-03
2460,Alice,150,Female,IT,64967,5,Chennai,2021-03-10
1312,David,-5,Mle,Sales,73090,-1,MUMBAI,2015-04-30
1617,Chris,-5,Femal,IT,112371,-1,Mumbai,2021-06-22
834,Raj,-5,MALE,Unknown,-5000,-1,MUMBAI,2021-11-08
3216,Eva,-5,Mle,Finance,-5000,19,Chennai,2018-07-06
966,Rina,35,male,IT ,110890,-1,MUMBAI,2021-09-08
1130,Arjun,43,Mle,Hr,110889,17,Unknown,2018-03-29
1150,Raj,-5,Male,IT ,-5000,4,MUMBAI,2021-04-19
4141,Anna,150,Mle, finance,-5000,15,Mumbai,2021-05-04
253,Rina,34,female,Sales,-5000,-1,Unknown,2021-03-01
4185,Eva,52,female,Hr,68085,14,MUMBAI,2016-02-24
2028,Lisa,-5,female,IT ,-5000,3,Bangalore,2024-02-03
2873,Neha,150,male,Sales,47124,-1,Kolkata,2021-09-10
4414,Raj,150,female,Marketing,-5000,16,Chennai,2023-05-31
3372,Alice,150,male,Finance,52725,10,MUMBAI,2020-06-27
1165,Tom,-5,Femal,Unknown,29898,-1,delhi,2020-02-06
3999,David,53,Female,Unknown,-5000,-1,Bangalore,2019-10-26
1736,Anna,-5,female,IT ,91737,-1,delhi,2022-08-27
397,Alice,150,Mle,IT,36284,-1,Delhi,2019-10-19
1658,Sam,-5,male,Marketing,-5000,8,delhi,2022-06-14
1356,Alice,150,female,Sales,76260,3,Bangalore,2020-05-07
639,Sam,53,Mle,IT,-5000,-1,Chennai,2020-05-10
581,Rina,40,Female,HR,-5000,9,MUMBAI,2023-09-04
1091,Sam,150,Male,Finance,-5000,6,MUMBAI,2021-11-28
3625,Mike,21,male,HR,-5000,-1,delhi,2023-11-15
1146,Rina,150,Female,Sales,-5000,-1,Bangalore,2020-10-21
4175,Mike,-5,female,IT,-5000,12,Bangalore,2020-08-08
582,John,-5,male, finance,-5000,11,Unknown,2023-08-22
598,John,53,Male,Marketing,48277,-1,Kolkata,2022-01-18
4105,Neha,150,Femal,HR,103956,8,Kolkata,2015-11-20
4189,Mike,67,FEMALE, finance,96865,-1,Bangalore,2015-08-26
2003,Bob,43,Mle,IT,60539,3,Chennai,2022-11-13
93,Raj,-5,female,Finance,68741,8,Delhi,2018-10-04
3518,Tom,49,female,HR,-5000,-1,Delhi,2020-08-08
1368,Sara,-5,Female,HR,49937,1,Bangalore,2015-07-08
3865,Sara,40,male,IT,-5000,-1,Bangalore,2019-09-01
2621,Tom,68,FEMALE,HR,85803,5,Delhi,2019-07-01
565,Chris,-5,FEMALE,HR,-5000,-1,Bangalore,2018-04-09
2490,Rina,-5,Mle,Sales,116005,4,MUMBAI,2015-04-08
1909,Sara,150,Male,IT ,-5000,9,Bangalore,2020-12-10
1952,Neha,47,male,Marketing,32193,-1,delhi,2020-02-21
696,Eva,48,Femal,HR,97580,13,Bangalore,2018-04-09
2139,David,-5,FEMALE,IT ,-5000,7,Bangalore,2016-07-11
893,Sam,22,Mle,Unknown,-5000,-1,Bangalore,2020-01-26
2526,Chris,32,Female,Finance,-5000,19,Bangalore,2024-05-16
2686,Sam,150,MALE,IT ,71936,-1,Chennai,2015-05-08
3313,Chris,150,MALE,HR,80560,4,Delhi,2015-09-10
1821,Sam,-5,FEMALE,HR,-5000,2,Mumbai,2017-03-20
3633,Sam,-5,Female,IT,80423,-1,MUMBAI,2020-07-25
242,Arjun,-5,male,IT ,48143,-1,Unknown,2024-11-27
1218,Alice,150,MALE,Marketing,-5000,-1,Delhi,2015-12-26
2292,Arjun,-5,MALE,Hr,52656,-1,Unknown,2021-02-08
3971,Sara,150,FEMALE, finance,55446,-1,Bangalore,2015-05-01
2302,Alice,-5,FEMALE,Sales,40922,7,Kolkata,2020-12-25
459,Rina,-5,FEMALE,Finance,43081,-1,delhi,2021-08-20
232,Sara,150,male,Sales,-5000,-1,Delhi,2016-01-05
461,Rina,54,Male,Hr,82650,10,Chennai,2018-10-27
1454,David,19,male,Finance,-5000,-1,MUMBAI,2021-07-28
828,David,-5,male,Finance,-5000,-1,delhi,2016-12-14
2924,Rina,150,male, finance,-5000,4,Delhi,2022-11-15
3208,Alice,150,FEMALE,Sales,103839,15,delhi,2023-05-11
638,Rina,-5,male,HR,-5000,14,Kolkata,2017-05-08
2045,Bob,-5,Female,IT,-5000,-1,Chennai,2024-12-02
3392,Anna,-5,Femal,HR,82847,-1,Mumbai,2023-12-18
274,Lisa,-5,female,HR,-5000,-1,Chennai,2023-03-18
615,Bob,150,Mle,IT,76534,-1,Chennai,2015-08-08
830,David,29,Femal,Hr,-5000,-1,Bangalore,2016-01-28
407,Arjun,150,Mle,Finance,-5000,-1,Mumbai,2018-04-21
3935,Mike,22,MALE,Finance,-5000,-1,Mumbai,2018-06-17
3257,Anna,150,female,HR,-5000,-1,MUMBAI,2019-02-22
1529,Chris,-5,Mle,Unknown,54524,8,Chennai,2023-06-09
793,Bob,-5,Femal,Sales,92561,-1,Unknown,2021-06-03
1931,Anna,35,Femal,IT,85811,-1,Chennai,2016-11-15
1736,Mike,24,Femal,HR,-5000,6,Kolkata,2018-08-02
549,Bob,150,Femal,Hr,-5000,-1,Delhi,2023-10-27
4281,Neha,-5,male,Finance,94264,3,Kolkata,2024-09-23
4388,Sara,-5,Femal,Unknown,-5000,1,Kolkata,2019-07-09
1179,Arjun,-5,FEMALE,Sales,-5000,-1,Delhi,2018-10-15
2483,Lisa,-5,Female,Sales,-5000,-1,Kolkata,2023-03-05
3415,Bob,-5,MALE, finance,-5000,-1,Delhi,2020-10-11
1303,Bob,150,Femal,Finance,88719,5,Bangalore,2024-05-21
473,Rina,-5,Male,IT ,112357,-1,Unknown,2020-08-30
3252,Eva,59,MALE,IT ,-5000,-1,delhi,2018-11-11
1340,Tom,150,Female,Marketing,-5000,1,Bangalore,2024-08-11
1814,Rina,59,female, finance,87276,-1,Chennai,2022-04-05
1419,John,-5,female,Marketing,-5000,-1,Kolkata,2017-06-12
3824,Lisa,150,Femal,HR,-5000,-1,Kolkata,2022-09-04
886,Anna,-5,female,IT ,-5000,-1,Bangalore,2016-09-06
4238,Rina,150,Femal,IT ,109228,-1,Kolkata,2017-11-28
3429,Arjun,150,Male,Sales,64979,-1,delhi,2020-09-08
2460,Raj,150,male,Marketing,-5000,-1,Chennai,2022-08-16
2750,Bob,-5,MALE,Marketing,-5000,-1,Kolkata,2020-03-14
965,Anna,150,Female,Unknown,45499,-1,MUMBAI,2015-08-10
1236,Sam,-5,Femal,Unknown,-5000,5,Unknown,2018-09-24
1449,David,56,Male,Unknown,55851,5,Unknown,2023-10-22
722,Sam,-5,Femal, finance,-5000,12,Delhi,2020-12-26
1634,Sara,-5,MALE,IT,108702,20,Bangalore,2022-10-11
2821,Lisa,24,Femal,Hr,-5000,5,Delhi,2018-05-06
2383,Chris,150,FEMALE, finance,110017,-1,delhi,2023-05-31
1544,Raj,-5,Male,Sales,49402,6,Chennai,2016-05-19
3004,Alice,150,female,Hr,101675,19,Mumbai,2022-05-01
162,Alice,60,Femal,Unknown,69840,-1,Unknown,2022-11-14
1255,Mike,150,Male,Marketing,75164,-1,Chennai,2019-09-12
860,Eva,34,Female,Unknown,46037,8,delhi,2022-11-21
3357,Lisa,26,Mle,Sales,-5000,10,Delhi,2015-02-22
730,Eva,150,Mle,Finance,31807,-1,Bangalore,2020-02-14
2426,Tom,45,Female,Finance,-5000,-1,MUMBAI,2023-04-14
950,Eva,70,Male,Finance,106947,-1,Unknown,2021-12-21
2198,Bob,-5,male,HR,-5000,-1,MUMBAI,2022-09-26
3918,Neha,57,Female,Finance,111248,5,MUMBAI,2021-08-16
3955,Chris,150,Femal,IT ,100131,-1,Unknown,2016-04-07
3370,Chris,18,female,IT ,21620,10,MUMBAI,2022-06-03
2037,Anna,150,Femal,Finance,93183,0,Unknown,2024-07-21
4062,Raj,-5,FEMALE,Sales,-5000,1,MUMBAI,2019-07-10
1926,Bob,-5,Mle,HR,-5000,10,Unknown,2023-05-11
146,Eva,-5,Male,Hr,91971,-1,Bangalore,2022-05-05
3738,David,39,MALE,Unknown,-5000,-1,Mumbai,2016-02-04
1817,John,-5,female,Hr,-5000,3,Chennai,2020-07-09
1151,Neha,-5,MALE,Sales,-5000,-1,Bangalore,2023-01-14
2769,Eva,-5,Male,HR,-5000,18,Unknown,2015-01-18
4345,Alice,-5,Mle,Hr,43226,4,MUMBAI,2022-05-17
2637,Arjun,150,MALE,Marketing,-5000,-1,Chennai,2016-07-19
3382,Lisa,150,FEMALE,Hr,102913,6,Kolkata,2022-09-13
2829,Sam,150,male,Hr,-5000,-1,Unknown,2021-07-15
3420,Lisa,-5,Male,Hr,33955,12,Delhi,2022-07-08
464,Mike,33,female,Marketing,39192,9,Delhi,2019-01-09
3708,Eva,150,MALE,Hr,70972,-1,Delhi,2019-04-12
3175,Neha,150,FEMALE,Hr,27051,8,Unknown,2024-04-22
1848,Sara,150,MALE,Sales,-5000,5,Chennai,2016-12-12
4210,Eva,40,Femal,Marketing,-5000,4,Kolkata,2015-01-24
2708,Chris,61,Male,Finance,62287,-1,Unknown,2023-11-10
2934,Bob,150,FEMALE,Hr,48830,16,Chennai,2019-08-31
4449,Arjun,-5,MALE,Sales,-5000,-1,Kolkata,2017-06-13
4346,Anna,150,Male,HR,-5000,14,Bangalore,2015-06-13
2630,Arjun,66,Femal,Marketing,-5000,-1,Unknown,2020-06-16
360,Lisa,57,FEMALE,Hr,30793,5,Mumbai,2017-05-13
1747,Neha,69,MALE,Hr,-5000,20,Chennai,2015-04-08
3762,David,18,Female,IT,-5000,17,Bangalore,2017-11-25
3340,Arjun,150,Femal, finance,61471,12,Delhi,2022-03-12
519,Alice,60,FEMALE,Hr,-5000,9,Kolkata,2023-08-01
3586,Arjun,150,Male,Unknown,40489,-1,Kolkata,2022-02-10
1181,Lisa,150,FEMALE,IT,92551,3,Delhi,2021-06-03
3229,Bob,35,FEMALE,Sales,74087,5,Bangalore,2021-12-01
2071,Mike,23,Male,Hr,80458,9,Kolkata,2016-02-07
1618,Anna,-5,male,Sales,-5000,19,Bangalore,2018-07-25
3981,Chris,150,female,Finance,-5000,-1,Chennai,2015-01-20
2566,Rina,66,Femal,Marketing,67118,-1,Unknown,2019-12-30
2939,Lisa,150,Female,Finance,104613,8,Bangalore,2017-12-14
627,Bob,150,Male, finance,97337,-1,Unknown,2022-05-02
1218,Sara,41,female,Finance,80909,-1,Delhi,2022-06-07
1957,Raj,150,male,Unknown,40869,18,Unknown,2019-01-09
332,Rina,-5,MALE,HR,-5000,7,Bangalore,2020-10-22
2960,Arjun,-5,Male,IT,-5000,-1,Kolkata,2021-06-28
4460,Raj,150,Femal,IT ,97028,-1,MUMBAI,2017-07-01
4231,Arjun,-5,Mle,Unknown,99195,16,Unknown,2016-11-09
1885,Bob,150,female,Sales,39692,-1,Mumbai,2022-05-31
1887,Neha,-5,Female,Unknown,-5000,15,Chennai,2022-04-05
3367,John,31,male,Finance,37658,18,Delhi,2016-11-12
2116,Raj,-5,Male,Marketing,31239,-1,Unknown,2016-11-29
1798,Neha,54,male,Hr,54671,-1,Mumbai,2017-07-30
3099,Arjun,24,Male,Sales,-5000,4,Chennai,2020-05-03
320,Eva,-5,male,Hr,-5000,-1,delhi,2024-10-23
356,Neha,-5,Femal,IT ,97207,13,Kolkata,2020-05-08
